OverallQual,GrLivArea,ExterQual,KitchenQual,GarageCars,TotalBsmtSF,BsmtQual,FullBath,GarageFinish,YearBuilt,FireplaceQu,SalePrice
5,6.688354713946762,3,3,2,6.579251212010101,3,1,1,1941,0,11.37366339763672
8,7.449498005382849,4,4,2,7.449498005382849,4,1,3,1993,4,12.688498794774466
6,7.232010331664759,3,3,1,7.232010331664759,3,1,2,1960,0,11.886211674714158
6,7.665753431861699,3,4,2,6.738152494595957,3,2,1,1916,0,12.27606501735021
5,7.083387847625295,3,3,1,6.39024066706535,3,1,1,1920,0,11.26446410567173
5,7.454719949364001,3,3,1,7.454719949364001,3,2,1,1964,0,11.686878772093667
5,6.962243464266207,3,3,1,6.962243464266207,3,1,2,1958,0,11.842229212112828
8,7.395721608602045,4,4,3,8.072779333169498,4,2,2,2003,4,12.556729517143344
7,7.213768308118642,4,4,2,7.213768308118642,4,2,2,2004,4,12.240474072247506
6,7.401231264413015,3,3,2,6.849066282633458,4,2,3,1998,3,12.165250651009918
5,7.487733761436444,3,3,2,7.312553498102598,3,2,3,1965,4,12.341258918085241
9,7.561121589530238,4,4,3,7.561121589530238,5,2,3,2005,4,12.841129801965447
7,7.336936913707618,4,4,2,7.336936913707618,4,2,2,2002,0,12.273731294003989
7,7.390798521735676,4,4,2,7.0967213784947605,4,2,2,1984,0,12.218495165528731
6,7.102499355774649,3,3,1,7.102499355774649,3,1,1,1958,0,11.951180395901384
8,7.553810852008231,4,4,2,6.874198495453294,4,2,3,2002,0,12.220468525813907
4,6.734591659972948,2,3,1,6.580639137284949,3,1,1,1950,0,11.314474526246391
3,6.946975992135418,3,3,2,0.0,0,2,1,1949,0,11.379394072345706
9,7.428927194802272,5,5,2,7.428927194802272,5,2,2,2005,5,12.491251587763836
5,7.013915474810528,3,3,1,6.284134161070802,4,1,1,1976,0,11.350406535472453
6,7.3632795869630385,3,2,1,6.879355804460439,3,1,1,1939,4,11.850825253582627
6,6.86484777797086,3,3,1,6.86484777797086,3,1,2,1960,0,11.928340903931561
6,7.298445101508147,3,3,2,7.298445101508147,3,2,1,1960,4,11.967180737247824
7,7.3938782901077555,4,4,2,6.638567789166521,4,2,2,2003,0,11.944707881395766
9,7.911324018963353,5,5,3,7.521859252201629,5,2,3,2005,5,12.988040814744458
9,7.533158807455563,5,5,2,7.533158807455563,5,2,2,2007,4,12.669998467265833
7,7.2813856635702825,3,4,2,7.2813856635702825,4,1,2,1986,3,12.154779351142624
5,7.01301578963963,3,3,1,6.423246963533519,3,1,1,1941,0,11.461632170582678
6,6.579251212010101,3,3,2,6.436150368369428,3,1,1,1928,0,11.570250531589497
6,7.374629015218945,3,3,1,6.84587987526405,3,1,1,1940,4,11.84939770159144
6,7.090076835776092,4,4,2,7.090076835776092,4,2,2,1995,0,12.086725887897607
6,7.062191632286556,3,4,2,7.05444965813294,4,2,2,1992,0,12.061046873479915
5,7.040536390215956,3,3,2,7.040536390215956,4,1,3,1976,1,11.805595078933049
5,7.20934025660291,3,4,1,6.967909201801884,3,1,1,1958,0,11.77528972943772
8,7.562161631225652,4,4,2,6.990256500493881,4,2,2,1998,3,12.542544882151386
6,6.815639990074331,3,3,2,6.78897174299217,4,1,2,1978,3,11.957611286231675
5,7.316548177182976,3,3,1,6.78332520060396,3,1,1,1940,0,11.884489021402711
7,7.561121589530238,4,4,2,0.0,0,3,2,2003,5,12.198544379109382
6,6.894670039433482,3,4,1,6.180016653652572,3,1,1,1972,0,11.678439903447801
6,7.3613754289773485,3,3,2,6.679599185844383,4,2,3,1976,3,12.154779351142624
5,7.203405521083095,3,3,1,6.51025834052315,3,1,1,1920,0,11.898187865760873
6,7.2399325913204695,3,3,2,7.2399325913204695,4,1,2,1963,4,11.976659481202368
6,7.266128779556451,3,3,1,7.002155954403621,4,1,2,1962,4,12.013700752882718
5,7.145196134997171,3,3,1,7.145196134997171,3,1,3,1954,4,11.790557201568507
5,7.160069207596127,3,4,2,6.968850378341948,3,1,3,1959,4,11.99535161421452
6,7.416979621381154,3,3,2,6.859614903654202,4,2,2,2000,3,12.05757263721173
4,7.370230641807081,3,3,2,0.0,0,2,3,1959,4,11.808813773969108
6,6.62273632394984,3,3,1,6.612041034833092,4,1,1,1984,0,11.736069016284437
5,7.1846291527173145,3,3,1,6.410174881966167,3,1,1,1953,0,11.719939634354555
7,7.564238475170491,4,4,2,6.741700694652055,4,2,3,2003,4,12.299107511497363
1,6.806829360392176,2,2,0,6.52649485957079,2,0,0,1922,0,11.018629143155449
5,6.81783057145415,4,3,2,6.76849321164863,4,1,1,1996,0,11.904967552746252
8,7.81035268372429,4,4,2,7.365180126021013,4,3,2,2004,4,12.736700896592344
9,7.526178913346146,4,5,3,7.526178913346146,5,1,3,2010,5,12.885202034321916
6,7.495541943884256,3,3,2,6.889591308354466,4,2,3,2000,3,12.095141084822892
5,7.43307534889858,3,4,1,6.933423025730715,3,2,1,1924,4,11.751942365440728
7,7.170888478512505,4,4,2,7.164720378771857,4,2,2,2006,4,12.142866569626381
7,7.493873886783559,4,4,2,6.844815479208263,4,2,2,2006,0,12.271392111650817
6,6.664409020350408,3,3,2,6.664409020350408,2,1,1,1928,0,11.238488619268468
6,7.577121930876679,4,4,2,7.365180126021013,4,2,3,1992,2,12.388394202324129
8,7.1459844677143876,4,4,2,7.135687347028144,4,2,3,2004,3,12.165250651009918
5,7.076653815443951,3,3,0,6.489204931325317,3,1,0,1910,0,11.302204433654575
6,7.025538314638521,3,3,1,6.947937068614969,3,1,1,1976,2,11.736069016284437
7,7.2991214627108,4,4,2,7.291656209174461,4,2,2,1999,0,12.160028707028767
10,7.754481547470383,5,5,3,7.427738840532894,5,2,3,2007,5,12.962194625251508
5,7.220373836723949,3,3,1,6.7580945044277305,3,1,1,1900,0,11.686878772093667
6,7.581209826196346,3,4,2,6.6895992691789665,5,2,3,2001,3,12.2783933071098
5,6.782192056006791,3,3,1,0.0,0,1,2,1959,0,11.575900264131617
4,6.669498089857879,3,3,0,6.669498089857879,3,1,0,1941,3,11.512925464970229
5,6.9411900550683745,3,3,1,6.5998704992128365,3,1,1,1940,0,11.59910316121128
5,7.042286171939743,3,3,1,7.042286171939743,3,1,1,1956,0,11.76756768334381
5,6.795705775173514,3,3,2,6.795705775173514,3,1,2,1972,0,11.719939634354555
5,7.502186486602924,3,3,1,6.761572768804055,3,2,2,1962,3,12.040608205802641
5,6.981934677156389,3,3,1,6.8679744089702925,2,1,1,1920,0,11.112447898373103
7,7.346010209913293,4,4,2,6.9957661563048505,4,2,3,2006,0,12.392552212472792
8,7.160845906664299,4,5,2,7.138866999945524,4,1,3,1996,4,12.411052226216713
7,7.177782416195197,4,4,2,7.177782416195197,4,2,3,2005,4,12.01364014498549
5,6.51025834052315,3,3,1,6.51025834052315,3,1,1,1940,0,11.589886506106357
8,7.724446645633537,4,4,2,7.039660349862076,4,2,3,1998,3,12.460714863903755
6,7.360103972989152,3,3,2,6.692083742506628,4,2,3,1995,3,12.031719258385396
4,7.3901814282264295,3,3,2,7.155396301896734,3,2,1,1976,3,11.918390573078392
6,7.40184157874383,3,3,1,6.96979066990159,3,1,1,1936,0,11.652687407345388
6,7.426549072397305,3,3,1,6.733401891837359,4,2,1,1915,0,12.083905011555967
7,7.683403681053826,4,4,3,6.968850378341948,5,2,2,2006,4,12.542544882151386
8,7.639161171659173,4,5,3,6.9411900550683745,5,2,3,2007,4,12.73596533201339
5,7.151485463904735,3,3,1,7.151485463904735,3,1,1,1958,0,11.002099841204238
5,6.962243464266207,3,3,2,6.962243464266207,3,1,3,1955,0,11.884489021402711
7,7.298445101508147,5,4,2,7.293017679772782,5,2,3,2009,4,12.310432660854417
5,6.93537044601511,3,3,2,6.915723448631314,3,1,1,1927,4,11.652687407345388
7,7.64826303090192,4,4,3,6.984716320118266,4,2,1,1993,3,12.337100907936577
7,7.200424892944957,4,4,2,7.200424892944957,4,2,3,2007,0,12.106992367829498
6,7.24422751560335,3,3,2,6.51025834052315,3,1,3,1978,3,11.915051671812877
6,7.8724551500639794,3,3,3,7.222566018822171,4,2,1,1918,4,12.384218830913648
5,7.033506484287697,3,3,1,6.628041376179533,3,1,1,1940,0,11.744037185933616
5,6.962243464266207,3,3,1,6.962243464266207,3,1,1,1968,2,11.863582336583399
6,7.379008127628304,4,4,2,7.379008127628304,4,2,3,1977,3,12.2783933071098
5,6.895682697747868,3,3,2,6.895682697747868,3,1,2,1954,0,11.635143097694478
8,7.874739125171811,4,4,3,7.293017679772782,4,2,3,1998,3,12.66032791780777
6,7.086737934510577,3,3,1,7.086737934510577,4,1,2,1956,4,11.842229212112828
7,7.236339342754344,3,3,1,6.478509642208569,3,1,1,1946,4,11.813030057420567
7,7.404887575616125,4,4,2,7.325148957955575,4,2,3,1989,3,12.524526376648708
4,6.810142450115136,3,3,1,6.810142450115136,3,1,1,1957,0,11.59917655301345
7,7.0967213784947605,4,4,2,7.0967213784947605,4,2,2,2007,0,12.182804018590819
6,7.252762418053187,3,4,2,7.238496840894365,4,2,1,1988,3,12.072541252905651
6,6.894670039433482,3,3,1,6.180016653652572,3,1,1,1971,0,11.355101379776661
6,7.088408778675395,3,3,0,6.803505257608338,3,1,0,1920,0,11.288531131754366
5,7.21890970761906,3,3,2,6.639875833826536,3,1,1,1971,0,11.715866308966918
6,7.38025578842646,3,3,2,6.8308742346461795,4,2,3,1997,3,12.106252310247962
4,6.4457198193855785,3,3,0,6.4457198193855785,4,1,0,1972,0,11.302204433654575
7,7.415175109613295,4,4,2,6.683360945766275,4,2,2,1996,3,12.26434155365415
6,7.0192966537150445,3,3,2,6.473890696352274,2,1,1,1920,0,11.661345470088502
6,6.806829360392176,4,3,1,6.784457062637643,3,1,1,1926,0,11.686878772093667
5,6.542471960506805,3,4,1,6.0867747269123065,3,1,1,1913,4,11.411446296020374
6,7.086737934510577,3,4,2,6.52795791762255,3,1,1,1920,0,11.608235644774552
10,7.784057002639929,5,5,3,8.037220031133012,5,2,3,2008,4,13.226723392728571
4,7.272398392570047,3,2,0,7.272398392570047,3,2,0,1955,0,11.678439903447801
5,7.360739903058278,3,3,2,6.982862751468942,3,2,1,1930,4,12.000891794590137
7,7.1372784372603855,4,4,3,7.1372784372603855,5,2,3,2006,4,12.058152515453552
7,7.553810852008231,4,4,2,6.818924065275521,4,2,1,1994,3,12.254862809699606
6,7.4318919168078,3,3,2,7.269616749608169,3,1,1,1956,4,11.755871643580617
6,7.543273346705446,4,4,2,7.324489979348532,3,2,3,1966,4,12.154779351142624
7,7.542213463193403,4,4,2,6.835184586147301,4,2,3,1998,3,12.205572520488492
6,7.226936018493289,3,3,1,6.659293919683638,3,2,1,1937,4,11.691071650353702
3,7.075808863978387,3,3,1,6.47543271670409,3,1,1,1948,0,11.695247021764184
6,6.70073110954781,3,4,1,6.70073110954781,3,1,1,1930,0,11.608235644774552
7,7.334981878871814,3,4,2,7.334981878871814,4,2,1,1975,3,12.542544882151386
6,7.470793774195062,4,3,2,6.77078942390898,5,2,3,1996,0,12.225875272826354
8,7.371489295214277,4,4,2,6.643789733147672,4,2,2,2008,0,12.254862809699606
5,7.454719949364001,3,3,2,7.454719949364001,3,2,1,1976,0,12.144197241812087
7,7.124478262493424,3,3,2,7.124478262493424,3,1,1,1973,3,12.075394321888057
5,7.203405521083095,3,3,3,6.436150368369428,3,1,1,1916,0,11.49272275765271
8,7.418180822726788,3,4,1,6.376726947898627,3,1,1,1925,4,11.9891596439666
5,7.0925737159746784,3,4,1,6.5638555265321274,3,1,1,1950,3,11.608235644774552
8,7.5678626054638825,4,3,2,6.723832440821209,4,2,3,2009,0,12.481561937216318
7,7.034387929915503,4,4,2,6.327936783729195,4,1,2,1936,0,11.951180395901384
5,6.761572768804055,3,3,1,6.761572768804055,3,1,1,1965,1,11.041048081342682
6,7.414572881350589,3,3,1,6.5722825426940075,3,1,1,1934,4,12.147913731356642
5,6.946975992135418,3,3,0,6.946975992135418,4,2,0,1978,0,11.728036844587175
7,7.254177846456518,4,4,2,7.226209010100671,4,2,3,2004,3,12.093687514935382
7,7.152268856032539,3,3,2,7.152268856032539,3,1,1,1970,1,12.025749091398891
5,7.404887575616125,3,4,1,6.590301048196686,3,1,1,1942,4,11.894780707439258
8,7.3987862754199485,4,4,3,7.3938782901077555,4,2,2,2006,4,12.429216196844383
6,7.444248649496705,4,4,2,6.723832440821209,4,2,2,1993,0,12.138863895836725
8,7.31455283232408,4,4,2,7.305188215393037,4,1,2,1985,0,12.26434155365415
7,7.585281078639126,3,3,2,6.694562058521095,4,2,2,1977,4,12.154779351142624
6,6.977281341630747,3,3,2,6.304448802421981,4,1,2,2005,0,11.904967552746252
8,7.588829878307813,4,4,3,7.588829878307813,5,2,2,2006,5,12.994530005894443
8,7.409741954080923,4,5,2,7.309212365692763,4,2,2,2000,0,12.43320821811392
5,6.877296071497429,3,3,2,6.877296071497429,3,1,1,1963,0,11.794337924408413
6,7.30854279753919,3,4,2,7.298445101508147,4,2,3,1997,3,12.249610947544657
9,7.879669914604289,5,5,3,7.674617497364363,4,2,3,2006,4,12.84792653170257
8,7.4489161025442,4,4,3,7.4413203897176174,5,2,2,2007,4,12.601487417784837
4,7.030857476116121,3,3,2,6.810142450115136,2,1,1,1937,0,11.401669829409995
9,7.52294091807237,4,4,3,7.513709247839705,5,2,3,2004,4,12.694652660348845
9,7.491087593534876,4,5,3,7.491087593534876,5,2,3,2003,4,12.832011076396668
7,7.509883061154913,4,5,1,6.813444599510896,3,1,1,1915,4,11.951180395901384
6,7.103322062526113,3,3,2,7.103322062526113,5,2,1,1998,0,12.007621706806335
5,6.906754778648554,3,4,1,6.906754778648554,3,1,1,1962,0,11.794337924408413
5,7.014814351275545,4,4,1,7.014814351275545,3,1,1,1950,4,11.898187865760873
5,6.9782137426306985,3,3,2,6.9782137426306985,3,1,2,1965,0,11.957611286231675
5,7.302496423727326,3,3,2,7.302496423727326,4,2,1,1971,3,12.072541252905651
5,7.789040401657477,3,3,2,6.860663671448287,3,2,1,1900,4,11.982929094215963
4,6.4457198193855785,3,4,1,6.4457198193855785,4,1,1,1970,0,11.362102575235644
5,7.1731917424865985,3,3,1,5.575949103146316,4,1,3,1976,4,11.652687407345388
6,7.363913501405819,3,2,1,6.692083742506628,3,1,1,1941,3,11.79810440720389
6,7.283448228756631,4,3,2,6.590301048196686,4,2,2,2006,0,12.059803326028716
5,7.1459844677143876,3,3,1,7.1459844677143876,3,1,1,1960,2,11.951180395901384
5,6.786716950605081,3,3,1,5.247024072160486,2,1,1,1938,0,11.421906066583059
4,6.579251212010101,3,3,0,6.579251212010101,3,1,0,1920,0,10.460242108190519
8,8.07961802938984,4,4,2,8.070906088787819,4,3,2,1992,4,12.971540487669746
7,7.506591780070841,3,3,1,6.933423025730715,3,2,1,1925,0,12.122691036591123
5,6.80128303447162,3,4,1,6.761572768804055,3,1,3,1967,0,11.77528972943772
5,6.815639990074331,3,3,1,6.815639990074331,3,1,3,1958,0,11.695247021764184
6,7.1049654482698426,3,3,1,6.51025834052315,3,1,1,1973,0,11.635143097694478
7,7.477604243197589,4,4,2,6.763884908562435,4,2,2,2005,0,12.33138283649562
5,7.101675971619444,3,3,2,7.101675971619444,3,1,1,1965,0,11.84939770159144
7,7.496097345175956,3,3,2,7.313886831633462,3,2,3,1959,3,12.57418196709457
6,7.186901020411631,3,3,2,6.75110146893676,3,2,1,1974,2,11.898187865760873
5,7.580699752224563,3,3,2,6.866933284461882,3,2,1,1952,0,11.732060994886899
8,7.555381944240273,4,4,2,6.655440350367647,4,2,2,1993,3,12.2783933071098
6,7.1049654482698426,4,4,2,7.1049654482698426,4,2,3,2009,0,12.246734627249063
7,7.228388451573604,3,4,2,6.535241271013659,3,2,1,1928,4,11.9891596439666
5,6.947937068614969,3,3,1,6.947937068614969,3,1,2,1959,0,11.732060994886899
5,7.217443431696533,4,3,1,6.915723448631314,3,1,1,1951,3,12.01309450854769
7,7.221105098182496,4,4,2,7.221105098182496,4,2,2,2005,4,12.219309648562168
5,6.761572768804055,3,3,2,6.761572768804055,3,1,1,1958,0,11.77452020265869
6,6.984716320118266,3,3,2,6.988413181999592,3,1,1,1983,0,11.805595078933049
5,6.670766320845874,3,3,1,6.643789733147672,3,1,1,1926,0,11.477298287327077
10,7.61085279039525,5,5,3,7.603897968521881,5,2,3,2009,4,12.906346868281233
6,7.6586995582682995,3,3,2,6.535241271013659,3,2,2,1972,3,11.970350312009105
7,7.759614150696903,4,4,3,7.142036574706803,4,2,2,1996,3,12.487485104968359
6,7.493317248862145,3,3,2,6.677083461247136,4,2,2,1998,0,12.259613412458204
7,7.640123172695364,4,4,1,7.151485463904735,4,1,1,1926,4,12.363076394339839
4,7.165493475060845,3,3,0,0.0,0,2,0,1900,0,11.573550086786664
6,7.126087273299125,3,3,1,7.126087273299125,3,1,1,1957,4,11.918390573078392
6,7.416979621381154,3,3,2,6.911747300251674,3,2,1,1947,4,11.976659481202368
7,7.7823903355874595,4,4,3,7.229113877793302,4,2,3,1996,3,12.662706040212738
7,7.143617602704121,4,4,2,7.136483208590247,4,2,1,2005,3,12.078239274020289
5,6.833031732786201,3,3,1,6.833031732786201,4,1,1,1956,0,11.790557201568507
9,7.905810312658931,5,5,3,7.280697195384741,5,2,3,2008,4,13.008659261632127
4,6.405228458030842,3,3,0,6.269096283706261,3,1,0,1920,0,11.362102575235644
6,7.83002808253384,4,3,2,7.618251097876695,3,3,2,1957,3,12.209187788430318
6,7.319202458767849,4,4,2,7.2868764117507,4,2,2,1988,2,12.072541252905651
6,7.216709486709457,3,3,2,6.415096959171596,2,2,3,1920,0,11.759785542901755
5,6.717804695023691,3,3,1,0.0,0,1,1,1955,1,11.585246126549855
1,5.811140992976701,2,2,0,0.0,0,1,0,1946,0,10.578979797857352
8,7.254177846456518,4,4,2,6.561030665896573,5,2,3,2004,4,12.089538829274222
5,7.205635176410364,3,3,0,7.018401799069201,4,1,0,1910,0,11.585246126549855
7,7.452402451223638,3,4,2,6.779921907472252,4,2,3,1998,0,12.144197241812087
4,6.761572768804055,3,3,2,6.761572768804055,3,1,1,1972,0,11.619535200028487
5,7.055312843339752,3,3,1,6.957497370876951,3,1,1,1968,2,11.970350312009105
8,7.3783837129967145,4,4,2,7.365812837209472,4,2,2,2001,3,12.513557345278134
9,7.516433302915632,5,5,3,7.516433302915632,5,2,3,2006,4,12.66032791780777
8,7.734121303328305,4,4,3,6.876264611890766,4,2,3,2000,3,12.421184025147118
7,7.426549072397305,4,4,2,7.408530566894626,5,2,3,1998,3,12.270220465353926
7,6.642486801367256,3,3,1,6.583409222158765,4,1,3,1998,0,11.79810440720389
7,7.310550158534422,4,4,2,6.483107351457199,4,2,2,2006,4,12.09884928474215
7,7.688455356549944,4,4,3,7.093404625868766,4,2,1,1988,0,12.341477282536376
6,7.399398083331354,3,3,2,6.970730078143525,4,1,1,1923,4,12.254862809699606
5,6.643789733147672,3,3,2,6.643789733147672,4,1,1,1970,0,11.771436160121729
5,6.715383386334681,3,3,2,6.715383386334681,3,1,2,1955,0,11.736069016284437
7,7.646831391430482,4,4,2,6.815639990074331,4,2,3,2003,4,12.479909311159902
6,6.974478911025045,3,3,2,6.974478911025045,4,2,2,1977,0,11.84939770159144
5,6.833031732786201,3,3,1,6.833031732786201,3,1,3,1957,0,11.630708500626612
8,7.448333860897476,4,4,3,7.443663683115591,5,2,2,2006,4,12.450977688625896
4,7.026426808699636,3,4,2,0.0,0,2,3,1949,0,11.589886506106357
7,7.6236419465115715,4,4,3,6.905753276311464,4,2,2,2003,4,12.556729517143344
5,6.954638864880987,3,3,1,6.900730664045173,3,1,1,1922,4,11.635143097694478
5,6.9957661563048505,3,3,1,6.9957661563048505,3,1,3,1957,3,11.856515169360305
4,7.197435354096591,3,3,1,6.456769655572163,3,1,1,1920,0,11.589886506106357
7,7.27655640271871,3,3,2,6.591673732008658,4,2,1,1996,3,12.072541252905651
7,7.350516171833998,4,4,2,7.2254814727822945,4,2,3,2003,3,12.363076394339839
5,7.238496840894365,3,3,2,7.238496840894365,4,1,1,1957,4,11.70766954176274
5,7.236339342754344,3,3,2,7.236339342754344,4,1,2,1974,3,12.043553716032399
5,6.903747257584598,3,3,0,6.903747257584598,3,1,0,1940,4,11.589886506106357
6,7.422971251049421,3,3,2,7.0587581525186645,4,2,3,1918,4,12.128111104060462
7,7.738488122494646,4,4,2,6.9985096422506015,4,2,2,1992,3,12.498742259492994
6,7.4067107301776405,3,2,1,6.692083742506628,4,1,1,1915,0,11.759785542901755
9,7.825644732219989,4,5,3,7.022868086082641,4,2,3,2005,4,12.691580461311874
7,7.336285660021297,4,4,2,7.324489979348532,4,2,2,2004,0,12.273731294003989
8,7.664815785285735,4,4,2,7.310550158534422,4,1,3,1983,4,12.66539442642905
5,6.849066282633458,3,3,2,6.849066282633458,4,1,1,1979,3,11.820116003810051
5,7.454719949364001,3,3,2,7.454719949364001,3,2,1,1965,0,11.867798786962332
6,6.761572768804055,3,4,1,6.761572768804055,3,1,1,1959,0,11.695247021764184
7,7.433666540166168,3,4,2,6.740519359606223,5,2,2,2009,0,12.321630986164447
7,7.265429723253953,3,3,2,5.950642552587727,4,2,2,2000,3,12.043553716032399
5,7.011213987350367,3,3,1,5.918893854273146,3,1,1,1971,0,11.842229212112828
5,7.103322062526113,3,3,1,6.723832440821209,3,1,1,1947,0,11.682668239557323
7,7.29776828253138,3,3,1,6.7580945044277305,3,2,1,1928,4,11.884489021402711
5,7.1853870155804165,3,3,2,7.059617628291383,3,1,2,1966,2,12.010665849187564
7,7.238496840894365,4,4,2,6.535241271013659,4,2,1,2007,0,11.891361900690473
5,7.492760300922379,3,3,1,6.956545443151569,3,2,1,1954,0,11.786762130599957
6,7.264730177929867,3,4,2,7.042286171939743,3,1,1,1960,4,12.111212364506214
8,7.621684998724611,5,5,3,7.621684998724611,5,2,2,2008,4,12.442302200392747
6,6.704414354964107,3,3,0,6.704414354964107,4,1,0,1990,0,11.682668239557323
4,7.360739903058278,3,4,1,6.784457062637643,3,1,1,1935,0,11.79810440720389
8,7.614805364711073,4,4,3,7.532623618788788,5,2,2,2005,4,12.820987977820545
6,6.731018100482083,3,2,1,6.704414354964107,3,1,3,1918,0,11.77528972943772
5,6.756932389247553,3,3,2,6.733401891837359,3,1,1,1982,0,11.827736204810263
5,7.29505641646263,3,5,1,7.270312886079025,3,1,1,1968,4,11.870599909242044
5,6.840546529288687,3,3,1,6.60934924316738,3,1,1,1930,0,11.283512300642423
7,7.366445148327599,4,4,2,6.646390514847729,4,2,2,2004,0,12.132964173709535
10,7.738923757439457,5,5,3,7.451241684987676,5,2,2,2008,4,13.021326833226556
5,6.704414354964107,3,3,2,6.704414354964107,3,1,3,1982,0,11.835008964139341
6,6.742880635791903,4,4,2,6.742880635791903,4,1,3,2003,0,11.84939770159144
5,6.828712071641684,3,3,1,6.828712071641684,4,1,1,1975,0,11.608235644774552
8,7.509883061154913,4,4,3,7.503289630675082,4,2,3,2005,3,12.672946381766982
6,7.221105098182496,3,3,1,6.52795791762255,3,1,1,1910,0,11.648365035864053
7,7.2456550675945355,4,4,3,7.1372784372603855,5,0,3,2006,4,12.17664898415669
5,7.4067107301776405,3,4,2,7.265429723253953,4,2,3,1977,3,12.289954129510877
6,7.349873704738337,3,3,2,6.573680166960646,4,2,3,1980,3,11.925035115797062
8,7.55171221535131,4,5,2,6.964135612418245,4,2,3,2005,4,12.524526376648708
6,7.226209010100671,3,4,1,6.659293919683638,3,1,1,1937,4,11.856515169360305
8,7.557472901614746,4,4,2,6.811244378601294,4,2,3,1992,3,12.301382825334498
7,7.090076835776092,4,4,2,6.396929655216146,4,2,2,2004,0,11.925035115797062
7,7.309212365692763,4,4,2,7.309212365692763,4,2,2,2002,3,12.30591798049989
7,7.593877844605118,3,3,2,6.643789733147672,3,2,1,1965,2,12.230765258120545
5,6.946975992135418,3,4,2,6.946975992135418,4,1,1,1996,0,11.931635799828413
5,7.60489448081162,3,5,1,6.79794041297493,3,3,1,1948,0,12.323855681186558
4,6.9363427358340495,3,3,1,6.9363427358340495,3,1,1,1961,0,11.682668239557323
9,7.674617497364363,4,5,3,7.272398392570047,5,2,3,2000,5,12.65395846952229
6,6.939253946041508,3,3,2,6.939253946041508,4,2,1,1978,3,11.904967552746252
8,7.534762657037537,4,5,2,7.1693500166706,4,2,2,2001,3,12.474189562487116
5,7.02108396428914,3,3,0,7.02108396428914,4,1,0,2007,0,11.898187865760873
4,6.4457198193855785,3,3,0,6.4457198193855785,4,1,0,1972,0,11.231887935237117
6,6.960347729101308,3,4,2,6.841615476477592,3,1,2,1963,0,11.831379196088763
6,7.319202458767849,4,4,2,6.663132695990803,4,2,3,2002,4,12.118333731222167
6,6.723832440821209,3,4,2,6.723832440821209,3,1,1,1954,0,11.566466231898259
9,7.510977752014095,5,4,3,7.507690077819904,5,2,1,2007,4,12.659734090733718
8,7.724004656676065,4,4,3,7.301147805856032,4,2,3,2003,4,12.628067055589549
3,6.761572768804055,3,3,0,6.761572768804055,3,1,0,1914,0,11.112447898373103
6,7.868636894184167,3,3,2,7.3277805384216315,3,2,2,1974,3,12.388394202324129
5,6.887552571664617,3,3,2,6.887552571664617,3,1,1,1977,0,11.813030057420567
6,7.321188556739478,4,4,2,6.628041376179533,4,2,1,2000,3,12.034691028774553
6,7.489970898834801,3,3,2,6.595780513961311,3,1,2,1972,3,12.014609430818936
6,7.017506142941256,3,3,2,7.017506142941256,3,1,1,1962,0,11.982929094215963
5,7.259819610363186,3,3,1,6.885509670034818,3,1,2,1960,3,11.848683160653573
6,7.326465613840322,3,3,1,7.052721049232323,3,1,2,1955,4,11.938193200374572
5,7.640123172695364,3,2,2,6.946975992135418,4,1,1,1969,3,11.813030057420567
6,7.2078598714324755,3,3,2,7.129297548929373,3,1,2,1964,0,12.034691028774553
5,7.4673710669175595,3,5,1,6.455198563340122,2,1,1,1880,0,11.728036844587175
8,7.348587530927593,4,4,2,7.348587530927593,4,2,2,2006,4,12.25247901834433
7,7.252053951852814,3,3,2,7.234177179749849,3,2,3,1977,3,11.320553572322773
5,6.962243464266207,3,3,1,6.962243464266207,3,1,1,1954,0,11.845102777308561
6,6.962243464266207,3,3,2,6.962243464266207,3,0,1,1980,0,11.877568578558138
6,8.130059039992796,2,2,0,7.272398392570047,3,2,0,1914,0,12.206072645530174
2,6.684611727667927,2,2,0,5.575949103146316,3,1,0,1936,1,11.002099841204238
5,7.234898420314831,3,4,1,6.698268054115413,3,2,1,1954,0,11.440354772135393
5,6.679599185844383,3,3,0,6.679599185844383,2,1,0,1910,0,11.350406535472453
8,7.356918242356021,4,5,3,7.326465613840322,4,2,3,2006,4,12.485827127509431
8,7.325148957955575,5,5,2,7.325148957955575,5,1,2,2003,4,12.520883385370206
7,7.564757012905729,4,4,2,6.963189985870238,4,2,3,2001,3,12.328290278254423
8,7.902487437162855,4,5,2,7.5766097669730375,4,2,3,1972,3,12.751299696013497
5,7.3901814282264295,3,3,2,6.659293919683638,3,2,3,1969,0,11.931635799828413
9,7.476472381163905,5,5,3,7.476472381163905,5,2,3,2009,4,12.823628446539173
6,6.8885724595653635,3,3,2,6.8885724595653635,3,1,1,1971,0,11.872346634576987
5,6.954638864880987,3,3,2,0.0,0,1,1,1950,0,11.495779306135258
6,6.9975959829819265,3,3,2,6.9975959829819265,3,1,2,1953,4,11.951180395901384
6,7.516977224604321,3,3,2,6.628041376179533,3,1,1,1966,3,11.951180395901384
4,6.4457198193855785,3,3,0,6.4457198193855785,4,1,0,1970,0,11.344506813345266
7,7.417580402414544,4,4,2,6.70073110954781,4,2,2,2007,0,12.235388699864227
4,7.31986492980897,3,3,1,6.626717749249025,3,1,1,1940,4,11.589886506106357
